#        E [H]          <xx>          <yy>          <zz>           <f>
  3.400000E-01  1.529561E+01  1.529045E+01  1.528733E+01  1.529113E+01
  3.405000E-01  1.470202E+01  1.469508E+01  1.469092E+01  1.469601E+01
  3.410000E-01  1.395455E+01  1.394636E+01  1.394147E+01  1.394746E+01
  3.415000E-01  1.310635E+01  1.309741E+01  1.309210E+01  1.309862E+01
  3.420000E-01  1.220712E+01  1.219791E+01  1.219245E+01  1.219916E+01
  3.425000E-01  1.129835E+01  1.128923E+01  1.128382E+01  1.129047E+01
  3.430000E-01  1.041130E+01  1.040252E+01  1.039733E+01  1.040372E+01
  3.435000E-01  9.567277E+00  9.559008E+00  9.554115E+00  9.560133E+00
  3.440000E-01  8.779095E+00  8.771429E+00  8.766891E+00  8.772472E+00
  3.445000E-01  8.053041E+00  8.046013E+00  8.041851E+00  8.046968E+00
  3.450000E-01  7.390730E+00  7.384338E+00  7.380549E+00  7.385206E+00
  3.455000E-01  6.790689E+00  6.784906E+00  6.781476E+00  6.785690E+00
  3.460000E-01  6.249569E+00  6.244355E+00  6.241259E+00  6.245061E+00
  3.465000E-01  5.763011E+00  5.758319E+00  5.755529E+00  5.758953E+00
  3.470000E-01  5.326235E+00  5.322017E+00  5.319504E+00  5.322585E+00
  3.475000E-01  4.934423E+00  4.930629E+00  4.928366E+00  4.931139E+00
  3.480000E-01  4.582943E+00  4.579529E+00  4.577488E+00  4.579987E+00
  3.485000E-01  4.267479E+00  4.264404E+00  4.262561E+00  4.264815E+00
  3.490000E-01  3.984089E+00  3.981314E+00  3.979647E+00  3.981683E+00
  3.495000E-01  3.729222E+00  3.726713E+00  3.725202E+00  3.727046E+00
  3.500000E-01  3.499707E+00  3.497436E+00  3.496062E+00  3.497735E+00
  3.505000E-01  3.292736E+00  3.290674E+00  3.289422E+00  3.290944E+00
  3.510000E-01  3.105828E+00  3.103952E+00  3.102808E+00  3.104196E+00
  3.515000E-01  2.936798E+00  2.935087E+00  2.934040E+00  2.935308E+00
  3.520000E-01  2.783728E+00  2.782165E+00  2.781202E+00  2.782365E+00
  3.525000E-01  2.644934E+00  2.643501E+00  2.642615E+00  2.643683E+00
  3.530000E-01  2.518937E+00  2.517620E+00  2.516801E+00  2.517786E+00
  3.535000E-01  2.404438E+00  2.403226E+00  2.402467E+00  2.403377E+00
  3.540000E-01  2.300300E+00  2.299181E+00  2.298474E+00  2.299318E+00
  3.545000E-01  2.205521E+00  2.204485E+00  2.203826E+00  2.204611E+00
  3.550000E-01  2.119223E+00  2.118261E+00  2.117643E+00  2.118376E+00
  3.555000E-01  2.040632E+00  2.039737E+00  2.039157E+00  2.039842E+00
  3.560000E-01  1.969071E+00  1.968235E+00  1.967687E+00  1.968331E+00
  3.565000E-01  1.903941E+00  1.903158E+00  1.902640E+00  1.903247E+00
  3.570000E-01  1.844720E+00  1.843985E+00  1.843492E+00  1.844066E+00
  3.575000E-01  1.790948E+00  1.790255E+00  1.789785E+00  1.790329E+00
  3.580000E-01  1.742222E+00  1.741567E+00  1.741117E+00  1.741636E+00
  3.585000E-01  1.698194E+00  1.697572E+00  1.697139E+00  1.697635E+00
  3.590000E-01  1.658558E+00  1.657966E+00  1.657548E+00  1.658024E+00
  3.595000E-01  1.623055E+00  1.622488E+00  1.622082E+00  1.622542E+00
  3.600000E-01  1.591460E+00  1.590916E+00  1.590520E+00  1.590965E+00
  3.605000E-01  1.563588E+00  1.563063E+00  1.562675E+00  1.563109E+00
  3.610000E-01  1.539287E+00  1.538778E+00  1.538395E+00  1.538820E+00
  3.615000E-01  1.518435E+00  1.517940E+00  1.517561E+00  1.517979E+00
  3.620000E-01  1.500946E+00  1.500460E+00  1.500083E+00  1.500496E+00
  3.625000E-01  1.486760E+00  1.486282E+00  1.485904E+00  1.486316E+00
  3.630000E-01  1.475851E+00  1.475378E+00  1.474998E+00  1.475409E+00
  3.635000E-01  1.468223E+00  1.467751E+00  1.467367E+00  1.467780E+00
  3.640000E-01  1.463913E+00  1.463439E+00  1.463048E+00  1.463466E+00
  3.645000E-01  1.462989E+00  1.462511E+00  1.462110E+00  1.462537E+00
  3.650000E-01  1.465557E+00  1.465071E+00  1.464660E+00  1.465096E+00
  3.655000E-01  1.471760E+00  1.471264E+00  1.470838E+00  1.471287E+00
  3.660000E-01  1.481782E+00  1.481270E+00  1.480827E+00  1.481293E+00
  3.665000E-01  1.495845E+00  1.495315E+00  1.494852E+00  1.495338E+00
  3.670000E-01  1.514221E+00  1.513668E+00  1.513182E+00  1.513690E+00
  3.675000E-01  1.537223E+00  1.536642E+00  1.536129E+00  1.536665E+00
  3.680000E-01  1.565212E+00  1.564598E+00  1.564054E+00  1.564621E+00
  3.685000E-01  1.598586E+00  1.597934E+00  1.597354E+00  1.597958E+00
  3.690000E-01  1.637777E+00  1.637080E+00  1.636460E+00  1.637106E+00
  3.695000E-01  1.683230E+00  1.682483E+00  1.681816E+00  1.682510E+00
  3.700000E-01  1.735374E+00  1.734569E+00  1.733850E+00  1.734597E+00
  3.705000E-01  1.794572E+00  1.793703E+00  1.792925E+00  1.793733E+00
  3.710000E-01  1.861054E+00  1.860113E+00  1.859269E+00  1.860145E+00
  3.715000E-01  1.934806E+00  1.933787E+00  1.932870E+00  1.933821E+00
  3.720000E-01  2.015437E+00  2.014336E+00  2.013337E+00  2.014370E+00
  3.725000E-01  2.102002E+00  2.100815E+00  2.099729E+00  2.100849E+00
  3.730000E-01  2.192807E+00  2.191534E+00  2.190354E+00  2.191565E+00
  3.735000E-01  2.285228E+00  2.283874E+00  2.282596E+00  2.283899E+00
  3.740000E-01  2.375616E+00  2.374191E+00  2.372813E+00  2.374207E+00
  3.745000E-01  2.459369E+00  2.457889E+00  2.456414E+00  2.457890E+00
  3.750000E-01  2.531265E+00  2.529751E+00  2.528188E+00  2.529735E+00
  3.755000E-01  2.586101E+00  2.584580E+00  2.582943E+00  2.584542E+00
  3.760000E-01  2.619547E+00  2.618048E+00  2.616357E+00  2.617984E+00
  3.765000E-01  2.629012E+00  2.627561E+00  2.625844E+00  2.627472E+00
  3.770000E-01  2.614222E+00  2.612842E+00  2.611126E+00  2.612730E+00
  3.775000E-01  2.577283E+00  2.575992E+00  2.574307E+00  2.575861E+00
  3.780000E-01  2.522214E+00  2.521022E+00  2.519393E+00  2.520876E+00
  3.785000E-01  2.454118E+00  2.453030E+00  2.451478E+00  2.452875E+00
  3.790000E-01  2.378303E+00  2.377318E+00  2.375859E+00  2.377160E+00
  3.795000E-01  2.299582E+00  2.298696E+00  2.297337E+00  2.298539E+00
  3.800000E-01  2.221866E+00  2.221073E+00  2.219819E+00  2.220919E+00
  3.805000E-01  2.148040E+00  2.147333E+00  2.146182E+00  2.147185E+00
  3.810000E-01  2.080027E+00  2.079398E+00  2.078348E+00  2.079258E+00
  3.815000E-01  2.018959E+00  2.018401E+00  2.017444E+00  2.018268E+00
  3.820000E-01  1.965369E+00  1.964875E+00  1.964005E+00  1.964750E+00
  3.825000E-01  1.919373E+00  1.918937E+00  1.918147E+00  1.918819E+00
  3.830000E-01  1.880823E+00  1.880440E+00  1.879722E+00  1.880328E+00
  3.835000E-01  1.849413E+00  1.849077E+00  1.848425E+00  1.848972E+00
  3.840000E-01  1.824762E+00  1.824467E+00  1.823874E+00  1.824368E+00
  3.845000E-01  1.806464E+00  1.806207E+00  1.805667E+00  1.806113E+00
  3.850000E-01  1.794125E+00  1.793903E+00  1.793410E+00  1.793813E+00
  3.855000E-01  1.787384E+00  1.787192E+00  1.786741E+00  1.787105E+00
  3.860000E-01  1.785919E+00  1.785754E+00  1.785341E+00  1.785671E+00
  3.865000E-01  1.789460E+00  1.789319E+00  1.788939E+00  1.789239E+00
  3.870000E-01  1.797784E+00  1.797665E+00  1.797314E+00  1.797588E+00
  3.875000E-01  1.810720E+00  1.810620E+00  1.810295E+00  1.810545E+00
  3.880000E-01  1.828145E+00  1.828061E+00  1.827758E+00  1.827988E+00
  3.885000E-01  1.849983E+00  1.849912E+00  1.849630E+00  1.849842E+00
  3.890000E-01  1.876204E+00  1.876144E+00  1.875878E+00  1.876076E+00
  3.895000E-01  1.906822E+00  1.906770E+00  1.906519E+00  1.906704E+00
  3.900000E-01  1.941894E+00  1.941849E+00  1.941609E+00  1.941784E+00
  3.905000E-01  1.981523E+00  1.981480E+00  1.981249E+00  1.981417E+00
  3.910000E-01  2.025852E+00  2.025809E+00  2.025584E+00  2.025748E+00
  3.915000E-01  2.075071E+00  2.075024E+00  2.074804E+00  2.074967E+00
  3.920000E-01  2.129417E+00  2.129364E+00  2.129145E+00  2.129309E+00
  3.925000E-01  2.189177E+00  2.189112E+00  2.188892E+00  2.189060E+00
  3.930000E-01  2.254688E+00  2.254607E+00  2.254383E+00  2.254559E+00
  3.935000E-01  2.326346E+00  2.326245E+00  2.326013E+00  2.326201E+00
  3.940000E-01  2.404612E+00  2.404483E+00  2.404242E+00  2.404446E+00
  3.945000E-01  2.490013E+00  2.489851E+00  2.489594E+00  2.489819E+00
  3.950000E-01  2.583154E+00  2.582951E+00  2.582676E+00  2.582927E+00
  3.955000E-01  2.684727E+00  2.684473E+00  2.684175E+00  2.684458E+00
  3.960000E-01  2.795519E+00  2.795206E+00  2.794880E+00  2.795202E+00
  3.965000E-01  2.916430E+00  2.916045E+00  2.915685E+00  2.916053E+00
  3.970000E-01  3.048479E+00  3.048009E+00  3.047608E+00  3.048032E+00
  3.975000E-01  3.192827E+00  3.192257E+00  3.191808E+00  3.192297E+00
  3.980000E-01  3.350791E+00  3.350103E+00  3.349597E+00  3.350164E+00
  3.985000E-01  3.523867E+00  3.523040E+00  3.522468E+00  3.523125E+00
  3.990000E-01  3.713746E+00  3.712758E+00  3.712109E+00  3.712871E+00
  3.995000E-01  3.922341E+00  3.921167E+00  3.920429E+00  3.921312E+00
  4.000000E-01  4.151809E+00  4.150419E+00  4.149578E+00  4.150602E+00
  4.005000E-01  4.404563E+00  4.402926E+00  4.401969E+00  4.403152E+00
  4.010000E-01  4.683291E+00  4.681373E+00  4.680285E+00  4.681650E+00
  4.015000E-01  4.990954E+00  4.988722E+00  4.987488E+00  4.989055E+00
  4.020000E-01  5.330768E+00  5.328189E+00  5.326796E+00  5.328585E+00
  4.025000E-01  5.706153E+00  5.703201E+00  5.701637E+00  5.703664E+00
  4.030000E-01  6.120637E+00  6.117296E+00  6.115558E+00  6.117830E+00
  4.035000E-01  6.577696E+00  6.573972E+00  6.572067E+00  6.574579E+00
  4.040000E-01  7.080513E+00  7.076444E+00  7.074394E+00  7.077117E+00
  4.045000E-01  7.631626E+00  7.627300E+00  7.625153E+00  7.628026E+00
  4.050000E-01  8.232491E+00  8.228066E+00  8.225899E+00  8.228819E+00
  4.055000E-01  8.882967E+00  8.878689E+00  8.876620E+00  8.879425E+00
  4.060000E-01  9.580822E+00  9.577046E+00  9.575236E+00  9.577701E+00
  4.065000E-01  1.032142E+01  1.031862E+01  1.031726E+01  1.031910E+01
  4.070000E-01  1.109779E+01  1.109653E+01  1.109585E+01  1.109672E+01
  4.075000E-01  1.190125E+01  1.190217E+01  1.190237E+01  1.190193E+01
  4.080000E-01  1.272267E+01  1.272639E+01  1.272762E+01  1.272556E+01
  4.085000E-01  1.355393E+01  1.356098E+01  1.356330E+01  1.355940E+01
  4.090000E-01  1.438906E+01  1.439980E+01  1.440313E+01  1.439733E+01
  4.095000E-01  1.522414E+01  1.523871E+01  1.524285E+01  1.523523E+01
  4.100000E-01  1.605543E+01  1.607375E+01  1.607844E+01  1.606921E+01
  4.105000E-01  1.687595E+01  1.689773E+01  1.690269E+01  1.689212E+01
  4.110000E-01  1.767127E+01  1.769607E+01  1.770113E+01  1.768949E+01
  4.115000E-01  1.841617E+01  1.844347E+01  1.844856E+01  1.843606E+01
  4.120000E-01  1.907359E+01  1.910278E+01  1.910800E+01  1.909479E+01
  4.125000E-01  1.959719E+01  1.962763E+01  1.963319E+01  1.961934E+01
  4.130000E-01  1.993783E+01  1.996886E+01  1.997503E+01  1.996057E+01
  4.135000E-01  2.005302E+01  2.008397E+01  2.009103E+01  2.007601E+01
  4.140000E-01  1.991674E+01  1.994701E+01  1.995509E+01  1.993961E+01
  4.145000E-01  1.952633E+01  1.955542E+01  1.956453E+01  1.954876E+01
  4.150000E-01  1.890388E+01  1.893141E+01  1.894141E+01  1.892557E+01
  4.155000E-01  1.809167E+01  1.811736E+01  1.812799E+01  1.811234E+01
  4.160000E-01  1.714357E+01  1.716730E+01  1.717823E+01  1.716304E+01
  4.165000E-01  1.611573E+01  1.613745E+01  1.614839E+01  1.613386E+01
  4.170000E-01  1.505901E+01  1.507879E+01  1.508946E+01  1.507575E+01
  4.175000E-01  1.401468E+01  1.403259E+01  1.404280E+01  1.403002E+01
  4.180000E-01  1.301290E+01  1.302908E+01  1.303870E+01  1.302690E+01
  4.185000E-01  1.207353E+01  1.208811E+01  1.209706E+01  1.208623E+01
  4.190000E-01  1.120783E+01  1.122096E+01  1.122923E+01  1.121934E+01
  4.195000E-01  1.042067E+01  1.043248E+01  1.044007E+01  1.043107E+01
  4.200000E-01  9.712439E+00  9.723056E+00  9.729995E+00  9.721830E+00
  4.205000E-01  9.080663E+00  9.090207E+00  9.096540E+00  9.089137E+00
  4.210000E-01  8.521239E+00  8.529815E+00  8.535595E+00  8.528883E+00
  4.215000E-01  8.029280E+00  8.036984E+00  8.042261E+00  8.036175E+00
  4.220000E-01  7.599695E+00  7.606612E+00  7.611439E+00  7.605915E+00
  4.225000E-01  7.227559E+00  7.233764E+00  7.238190E+00  7.233171E+00
  4.230000E-01  6.908333E+00  6.913892E+00  6.917964E+00  6.913396E+00
  4.235000E-01  6.637987E+00  6.642959E+00  6.646718E+00  6.642555E+00
  4.240000E-01  6.413061E+00  6.417499E+00  6.420985E+00  6.417182E+00
  4.245000E-01  6.230689E+00  6.234636E+00  6.237885E+00  6.234403E+00
  4.250000E-01  6.088593E+00  6.092090E+00  6.095134E+00  6.091939E+00
  4.255000E-01  5.985077E+00  5.988160E+00  5.991030E+00  5.988089E+00
  4.260000E-01  5.919010E+00  5.921710E+00  5.924434E+00  5.921718E+00
  4.265000E-01  5.889805E+00  5.892147E+00  5.894753E+00  5.892235E+00
  4.270000E-01  5.897395E+00  5.899404E+00  5.901915E+00  5.899571E+00
  4.275000E-01  5.942213E+00  5.943908E+00  5.946349E+00  5.944157E+00
  4.280000E-01  6.025151E+00  6.026549E+00  6.028942E+00  6.026881E+00
  4.285000E-01  6.147508E+00  6.148618E+00  6.150986E+00  6.149037E+00
  4.290000E-01  6.310898E+00  6.311727E+00  6.314090E+00  6.312238E+00
  4.295000E-01  6.517116E+00  6.517660E+00  6.520037E+00  6.518271E+00
  4.300000E-01  6.767913E+00  6.768159E+00  6.770566E+00  6.768879E+00
  4.305000E-01  7.064667E+00  7.064588E+00  7.067036E+00  7.065430E+00
  4.310000E-01  7.407897E+00  7.407442E+00  7.409938E+00  7.408425E+00
  4.315000E-01  7.796574E+00  7.795665E+00  7.798205E+00  7.796814E+00
  4.320000E-01  8.227221E+00  8.225742E+00  8.228310E+00  8.227091E+00
  4.325000E-01  8.692807E+00  8.690594E+00  8.693154E+00  8.692185E+00
  4.330000E-01  9.181545E+00  9.178378E+00  9.180874E+00  9.180266E+00
  4.335000E-01  9.675857E+00  9.671462E+00  9.673812E+00  9.673710E+00
  4.340000E-01  1.015193E+01  1.014599E+01  1.014809E+01  1.014867E+01
  4.345000E-01  1.058044E+01  1.057262E+01  1.057434E+01  1.057580E+01
  4.350000E-01  1.092895E+01  1.091895E+01  1.092017E+01  1.092269E+01
  4.355000E-01  1.116609E+01  1.115373E+01  1.115434E+01  1.115805E+01
  4.360000E-01  1.126693E+01  1.125220E+01  1.125213E+01  1.125708E+01
  4.365000E-01  1.121803E+01  1.120112E+01  1.120036E+01  1.120650E+01
  4.370000E-01  1.102042E+01  1.100172E+01  1.100033E+01  1.100749E+01
  4.375000E-01  1.068929E+01  1.066934E+01  1.066743E+01  1.067535E+01
  4.380000E-01  1.025058E+01  1.023000E+01  1.022769E+01  1.023609E+01
  4.385000E-01  9.735735E+00  9.715121E+00  9.712567E+00  9.721141E+00
  4.390000E-01  9.176482E+00  9.156339E+00  9.153672E+00  9.162164E+00
  4.395000E-01  8.600870E+00  8.581586E+00  8.578916E+00  8.587124E+00
  4.400000E-01  8.031189E+00  8.013024E+00  8.010431E+00  8.018215E+00
  4.405000E-01  7.483462E+00  7.466565E+00  7.464103E+00  7.471377E+00
  4.410000E-01  6.968025E+00  6.952453E+00  6.950153E+00  6.956877E+00
  4.415000E-01  6.490604E+00  6.476347E+00  6.474223E+00  6.480392E+00
  4.420000E-01  6.053501E+00  6.040507E+00  6.038559E+00  6.044189E+00
  4.425000E-01  5.656661E+00  5.644851E+00  5.643073E+00  5.648195E+00
  4.430000E-01  5.298532E+00  5.287815E+00  5.286195E+00  5.290847E+00
  4.435000E-01  4.976697E+00  4.966976E+00  4.965499E+00  4.969724E+00
  4.440000E-01  4.688319E+00  4.679498E+00  4.678150E+00  4.681989E+00
  4.445000E-01  4.430433E+00  4.422423E+00  4.421189E+00  4.424681E+00
  4.450000E-01  4.200132E+00  4.192850E+00  4.191716E+00  4.194899E+00
  4.455000E-01  3.994676E+00  3.988046E+00  3.986998E+00  3.989907E+00
  4.460000E-01  3.811543E+00  3.805498E+00  3.804523E+00  3.807188E+00
  4.465000E-01  3.648453E+00  3.642932E+00  3.642019E+00  3.644468E+00
  4.470000E-01  3.503374E+00  3.498324E+00  3.497463E+00  3.499720E+00
  4.475000E-01  3.374506E+00  3.369882E+00  3.369062E+00  3.371150E+00
  4.480000E-01  3.260272E+00  3.256032E+00  3.255246E+00  3.257183E+00
  4.485000E-01  3.159293E+00  3.155403E+00  3.154642E+00  3.156446E+00
  4.490000E-01  3.070374E+00  3.066803E+00  3.066061E+00  3.067746E+00
  4.495000E-01  2.992483E+00  2.989206E+00  2.988474E+00  2.990054E+00
  4.500000E-01  2.924734E+00  2.921729E+00  2.921001E+00  2.922488E+00
  4.505000E-01  2.866372E+00  2.863621E+00  2.862891E+00  2.864294E+00
  4.510000E-01  2.816761E+00  2.814250E+00  2.813511E+00  2.814840E+00
  4.515000E-01  2.775371E+00  2.773089E+00  2.772334E+00  2.773598E+00
  4.520000E-01  2.741770E+00  2.739709E+00  2.738932E+00  2.740137E+00
  4.525000E-01  2.715614E+00  2.713769E+00  2.712962E+00  2.714115E+00
  4.530000E-01  2.696640E+00  2.695009E+00  2.694166E+00  2.695272E+00
  4.535000E-01  2.684663E+00  2.683247E+00  2.682361E+00  2.683424E+00
  4.540000E-01  2.679568E+00  2.678373E+00  2.677434E+00  2.678458E+00
  4.545000E-01  2.681309E+00  2.680340E+00  2.679342E+00  2.680330E+00
  4.550000E-01  2.689899E+00  2.689167E+00  2.688101E+00  2.689056E+00
  4.555000E-01  2.705411E+00  2.704929E+00  2.703786E+00  2.704709E+00
  4.560000E-01  2.727965E+00  2.727749E+00  2.726519E+00  2.727411E+00
  4.565000E-01  2.757721E+00  2.757788E+00  2.756466E+00  2.757325E+00
  4.570000E-01  2.794864E+00  2.795232E+00  2.793812E+00  2.794636E+00
  4.575000E-01  2.839585E+00  2.840273E+00  2.838750E+00  2.839536E+00
  4.580000E-01  2.892055E+00  2.893078E+00  2.891455E+00  2.892196E+00
  4.585000E-01  2.952400E+00  2.953766E+00  2.952051E+00  2.952739E+00
  4.590000E-01  3.020667E+00  3.022374E+00  3.020583E+00  3.021208E+00
  4.595000E-01  3.096811E+00  3.098841E+00  3.097000E+00  3.097551E+00
  4.600000E-01  3.180697E+00  3.183007E+00  3.181152E+00  3.181619E+00
  4.605000E-01  3.272137E+00  3.274657E+00  3.272833E+00  3.273209E+00
  4.610000E-01  3.370985E+00  3.373609E+00  3.371863E+00  3.372153E+00
  4.615000E-01  3.477264E+00  3.479847E+00  3.478229E+00  3.478447E+00
  4.620000E-01  3.591323E+00  3.593686E+00  3.592234E+00  3.592414E+00
  4.625000E-01  3.713974E+00  3.715909E+00  3.714652E+00  3.714845E+00
  4.630000E-01  3.846578E+00  3.847859E+00  3.846811E+00  3.847083E+00
  4.635000E-01  3.991042E+00  3.991441E+00  3.990602E+00  3.991028E+00
  4.640000E-01  4.149751E+00  4.149052E+00  4.148415E+00  4.149073E+00
  4.645000E-01  4.325463E+00  4.323467E+00  4.323023E+00  4.323984E+00
  4.650000E-01  4.521193E+00  4.517728E+00  4.517469E+00  4.518797E+00
  4.655000E-01  4.740129E+00  4.735044E+00  4.734964E+00  4.736712E+00
  4.660000E-01  4.985543E+00  4.978705E+00  4.978804E+00  4.981017E+00
  4.665000E-01  5.260694E+00  5.251982E+00  5.252262E+00  5.254979E+00
  4.670000E-01  5.568666E+00  5.557968E+00  5.558431E+00  5.561688E+00
  4.675000E-01  5.912109E+00  5.899325E+00  5.899973E+00  5.903802E+00
  4.680000E-01  6.292857E+00  6.277899E+00  6.278730E+00  6.283162E+00
  4.685000E-01  6.711365E+00  6.694172E+00  6.695177E+00  6.700238E+00
  4.690000E-01  7.165967E+00  7.146517E+00  7.147677E+00  7.153387E+00
  4.695000E-01  7.651928E+00  7.630264E+00  7.631545E+00  7.637912E+00
  4.700000E-01  8.160379E+00  8.136632E+00  8.137983E+00  8.144998E+00
  4.705000E-01  8.677311E+00  8.651732E+00  8.653075E+00  8.660706E+00
  4.710000E-01  9.182972E+00  9.155948E+00  9.157184E+00  9.165368E+00
  4.715000E-01  9.652166E+00  9.624225E+00  9.625233E+00  9.633875E+00
  4.720000E-01  1.005596E+01  1.002775E+01  1.002839E+01  1.003737E+01
  4.725000E-01  1.036508E+01  1.033729E+01  1.033745E+01  1.034661E+01
  4.730000E-01  1.055458E+01  1.052790E+01  1.052748E+01  1.053665E+01
  4.735000E-01  1.060881E+01  1.058379E+01  1.058272E+01  1.059177E+01
  4.740000E-01  1.052479E+01  1.050179E+01  1.050009E+01  1.050889E+01
  4.745000E-01  1.031296E+01  1.029214E+01  1.028986E+01  1.029832E+01
  4.750000E-01  9.994815E+00  9.976133E+00  9.973362E+00  9.981437E+00
  4.755000E-01  9.598422E+00  9.581686E+00  9.578540E+00  9.586216E+00
  4.760000E-01  9.153464E+00  9.138406E+00  9.134995E+00  9.142288E+00
  4.765000E-01  8.687196E+00  8.673520E+00  8.669937E+00  8.676884E+00
  4.770000E-01  8.222003E+00  8.209426E+00  8.205742E+00  8.212391E+00
  4.775000E-01  7.774557E+00  7.762823E+00  7.759085E+00  7.765488E+00
  4.780000E-01  7.356097E+00  7.344990E+00  7.341222E+00  7.347436E+00
  4.785000E-01  6.973338E+00  6.962674E+00  6.958882E+00  6.964965E+00
  4.790000E-01  6.629553E+00  6.619180E+00  6.615356E+00  6.621363E+00
  4.795000E-01  6.325611E+00  6.315395E+00  6.311521E+00  6.317509E+00
  4.800000E-01  6.060820E+00  6.050645E+00  6.046696E+00  6.052720E+00
  4.805000E-01  5.833582E+00  5.823341E+00  5.819284E+00  5.825402E+00
  4.810000E-01  5.641850E+00  5.631440E+00  5.627239E+00  5.633510E+00
  4.815000E-01  5.483444E+00  5.472765E+00  5.468378E+00  5.474862E+00
  4.820000E-01  5.356253E+00  5.345202E+00  5.340585E+00  5.347347E+00
  4.825000E-01  5.258362E+00  5.246834E+00  5.241937E+00  5.249044E+00
  4.830000E-01  5.188123E+00  5.176007E+00  5.170779E+00  5.178303E+00
  4.835000E-01  5.144199E+00  5.131374E+00  5.125757E+00  5.133777E+00
  4.840000E-01  5.125573E+00  5.111912E+00  5.105844E+00  5.114443E+00
  4.845000E-01  5.131563E+00  5.116927E+00  5.110340E+00  5.119610E+00
  4.850000E-01  5.161814E+00  5.146051E+00  5.138871E+00  5.148912E+00
  4.855000E-01  5.216295E+00  5.199237E+00  5.191383E+00  5.202305E+00
  4.860000E-01  5.295282E+00  5.276747E+00  5.268130E+00  5.280053E+00
  4.865000E-01  5.399344E+00  5.379130E+00  5.369656E+00  5.382710E+00
  4.870000E-01  5.529308E+00  5.507201E+00  5.496768E+00  5.511092E+00
  4.875000E-01  5.686217E+00  5.661985E+00  5.650492E+00  5.666231E+00
  4.880000E-01  5.871242E+00  5.844652E+00  5.831999E+00  5.849298E+00
  4.885000E-01  6.085571E+00  6.056393E+00  6.042496E+00  6.061487E+00
  4.890000E-01  6.330216E+00  6.298244E+00  6.283048E+00  6.303836E+00
  4.895000E-01  6.605744E+00  6.570828E+00  6.554329E+00  6.576967E+00
  4.900000E-01  6.911893E+00  6.873977E+00  6.856254E+00  6.880708E+00
  4.905000E-01  7.247070E+00  7.206248E+00  7.187502E+00  7.213607E+00
  4.910000E-01  7.607723E+00  7.564305E+00  7.544906E+00  7.572311E+00
  4.915000E-01  7.987668E+00  7.942249E+00  7.922784E+00  7.950900E+00
  4.920000E-01  8.377494E+00  8.331017E+00  8.312320E+00  8.340277E+00
  4.925000E-01  8.764300E+00  8.718073E+00  8.701228E+00  8.727867E+00
  4.930000E-01  9.132075E+00  9.087728E+00  9.074007E+00  9.097937E+00
  4.935000E-01  9.463025E+00  9.422367E+00  9.413096E+00  9.432829E+00
  4.940000E-01  9.739929E+00  9.704717E+00  9.701066E+00  9.715237E+00
  4.945000E-01  9.949170E+00  9.920828E+00  9.923581E+00  9.931193E+00
  4.950000E-01  1.008364E+01  1.006301E+01  1.007237E+01  1.007301E+01
  4.955000E-01  1.014448E+01  1.013171E+01  1.014724E+01  1.014115E+01
  4.960000E-01  1.014105E+01  1.013562E+01  1.015630E+01  1.014432E+01
  4.965000E-01  1.008899E+01  1.008989E+01  1.011435E+01  1.009774E+01
  4.970000E-01  1.000733E+01  1.001331E+01  1.004004E+01  1.002023E+01
  4.975000E-01  9.915514E+00  9.925294E+00  9.952884E+00  9.931231E+00
  4.980000E-01  9.831111E+00  9.843580E+00  9.870845E+00  9.848512E+00
  4.985000E-01  9.768648E+00  9.782918E+00  9.808969E+00  9.786845E+00
  4.990000E-01  9.739309E+00  9.754740E+00  9.778973E+00  9.757674E+00
  4.995000E-01  9.751271E+00  9.767450E+00  9.789506E+00  9.769409E+00
  5.000000E-01  9.810350E+00  9.827048E+00  9.846756E+00  9.828051E+00
  5.005000E-01  9.920708E+00  9.937842E+00  9.955164E+00  9.937905E+00
  5.010000E-01  1.008551E+01  1.010310E+01  1.011809E+01  1.010224E+01
  5.015000E-01  1.030748E+01  1.032562E+01  1.033837E+01  1.032383E+01
  5.020000E-01  1.058929E+01  1.060813E+01  1.061877E+01  1.060540E+01
  5.025000E-01  1.093389E+01  1.095363E+01  1.096228E+01  1.094993E+01
  5.030000E-01  1.134476E+01  1.136563E+01  1.137242E+01  1.136094E+01
  5.035000E-01  1.182608E+01  1.184831E+01  1.185336E+01  1.184258E+01
  5.040000E-01  1.238282E+01  1.240668E+01  1.241008E+01  1.239986E+01
  5.045000E-01  1.302088E+01  1.304666E+01  1.304849E+01  1.303868E+01
  5.050000E-01  1.374711E+01  1.377512E+01  1.377543E+01  1.376588E+01
  5.055000E-01  1.456932E+01  1.459986E+01  1.459868E+01  1.458929E+01
  5.060000E-01  1.549623E+01  1.552961E+01  1.552692E+01  1.551759E+01
  5.065000E-01  1.653729E+01  1.657379E+01  1.656953E+01  1.656020E+01
  5.070000E-01  1.770238E+01  1.774222E+01  1.773627E+01  1.772696E+01
  5.075000E-01  1.900131E+01  1.904462E+01  1.903677E+01  1.902757E+01
  5.080000E-01  2.044306E+01  2.048980E+01  2.047972E+01  2.047086E+01
  5.085000E-01  2.203471E+01  2.208460E+01  2.207178E+01  2.206370E+01
  5.090000E-01  2.378007E+01  2.383249E+01  2.381620E+01  2.380959E+01
  5.095000E-01  2.567812E+01  2.573197E+01  2.571121E+01  2.570710E+01
